unitid,control,year,efdeexc
217606,2,2019,30
217606,2,2020,56
217615,1,2012,216
217615,1,2013,174
217615,1,2014,208
217615,1,2015,235
217615,1,2016,248
217615,1,2017,288
217615,1,2018,225
217615,1,2019,275
217615,1,2020,1107
217624,2,2012,
217624,2,2013,
217624,2,2014,
217624,2,2015,
217624,2,2016,
217624,2,2017,
217624,2,2018,0
217624,2,2019,2
217624,2,2020,12
217633,2,2012,408
217633,2,2013,186
217633,2,2014,183
217633,2,2015,295
217633,2,2016,696
217633,2,2017,637
217633,2,2018,541
217633,2,2019,519
217633,2,2020,831
217688,2,2012,376
217688,2,2013,428
217688,2,2014,336
217688,2,2015,604
217688,2,2016,462
217688,2,2017,520
217688,2,2018,449
217688,2,2019,571
217688,2,2020,744
217712,1,2012,238
217712,1,2013,206
217712,1,2014,241
217712,1,2015,313
217712,1,2016,319
217712,1,2017,390
217712,1,2018,480
217712,1,2019,474
217712,1,2020,1759
217721,2,2012,
217721,2,2013,
217721,2,2014,
217721,2,2015,
217721,2,2016,
217721,2,2017,
217721,2,2018,
217721,2,2019,0
217721,2,2020,1053
217749,3,2012,98
217749,3,2013,173
217749,3,2014,170
217749,3,2015,187
217749,3,2016,204
217749,3,2017,223
217749,2,2018,289
217749,2,2019,256
217749,2,2020,359
217776,2,2012,0
217776,2,2013,111
217776,2,2014,199
217776,2,2015,338
217776,2,2016,369
217776,2,2017,620
217776,2,2018,786
217776,2,2019,628
217776,2,2020,570
217794,3,2012,0
217794,3,2013,0
217794,3,2014,0
217794,3,2015,
217794,3,2016,
217794,3,2017,
217794,3,2018,
217794,3,2019,
217794,3,2020,
217819,1,2012,114
217819,1,2013,168
217819,1,2014,171
217819,1,2015,247
217819,1,2016,307
217819,1,2017,407
217819,1,2018,425
217819,1,2019,514
217819,1,2020,1347
217828,3,2012,
217828,3,2013,0
217828,3,2014,0
217828,3,2015,
217828,3,2016,
217828,3,2017,
217828,3,2018,
217828,3,2019,
217828,3,2020,
217837,1,2012,215
217837,1,2013,250
217837,1,2014,268
217837,1,2015,260
217837,1,2016,258
217837,1,2017,338
217837,1,2018,607
217837,1,2019,738
217837,1,2020,1017
217864,1,2012,40
217864,1,2013,49
217864,1,2014,99
217864,1,2015,87
217864,1,2016,167
217864,1,2017,367
217864,1,2018,381
217864,1,2019,478
217864,1,2020,628
217873,2,2012,
217873,2,2013,0
217873,2,2014,60
217873,2,2015,111
217873,2,2016,44
217873,2,2017,277
217873,2,2018,158
217873,2,2019,179
217873,2,2020,207
217882,1,2012,274
217882,1,2013,120
217882,1,2014,809
217882,1,2015,864
217882,1,2016,896
217882,1,2017,1145
217882,1,2018,1386
217882,1,2019,1622
217882,1,2020,3018
217891,2,2012,
217891,2,2013,
217891,2,2014,
217891,2,2015,
217891,2,2016,
217891,2,2017,
217891,2,2018,
217891,2,2019,
217891,2,2020,8
217907,2,2012,12
217907,2,2013,29
217907,2,2014,60
217907,2,2015,71
217907,2,2016,95
217907,2,2017,127
217907,2,2018,215
217907,2,2019,240
217907,2,2020,241
217925,2,2012,190
217925,2,2013,187
217925,2,2014,235
217925,2,2015,184
217925,2,2016,216
217925,2,2017,257
217925,2,2018,352
217925,2,2019,849
217925,2,2020,748
217934,2,2012,1
217934,2,2013,7
217934,2,2014,134
217934,2,2015,386
217934,2,2016,543
217934,2,2017,551
217934,2,2018,387
217934,2,2019,381
217934,2,2020,507
217961,2,2012,29
217961,2,2013,233
217961,2,2014,46
217961,2,2015,67
217961,2,2016,144
217961,2,2017,81
217961,2,2018,123
217961,2,2019,0
217961,2,2020,269
217989,1,2012,
217989,1,2013,
217989,1,2014,
217989,1,2015,
217989,1,2016,31
217989,1,2017,30
217989,1,2018,85
217989,1,2019,111
217989,1,2020,285
217998,2,2012,0
217998,2,2013,0
217998,2,2014,0
217998,2,2015,18
217998,2,2016,153
217998,2,2017,0
217998,2,2018,0
217998,2,2019,0
217998,2,2020,11
218025,1,2012,1014
218025,1,2013,920
218025,1,2014,1017
218025,1,2015,2478
218025,1,2016,2822
218025,1,2017,2592
218025,1,2018,684
218025,1,2019,588
218025,1,2020,1467
218043,3,2012,
218043,3,2013,
218043,3,2014,
218043,3,2015,
218043,3,2016,
218043,3,2017,
218043,3,2018,
218043,3,2019,
218043,3,2020,
218061,1,2012,376
218061,1,2013,407
218061,1,2014,195
218061,1,2015,126
218061,1,2016,165
218061,1,2017,131
218061,1,2018,90
218061,1,2019,154
218061,1,2020,467
218070,2,2012,
218070,2,2013,
218070,2,2014,
218070,2,2015,0
218070,2,2016,0
218070,2,2017,
218070,2,2018,
218070,2,2019,
218070,2,2020,0
218089,2,2012,0
218089,2,2013,0
218089,2,2014,
218113,1,2012,1437
218113,1,2013,1339
218113,1,2014,1520
218113,1,2015,1587
218113,1,2016,1601
218113,1,2017,1685
218113,1,2018,1773
218113,1,2019,1758
218113,1,2020,7798
218140,1,2012,572
218140,1,2013,774
218140,1,2014,943
218140,1,2015,1071
218140,1,2016,1116
218140,1,2017,1127
218140,1,2018,1153
218140,1,2019,1256
218140,1,2020,1518
218159,3,2012,0
218159,3,2013,0
218159,3,2014,0
218159,3,2015,
218159,3,2016,
218159,3,2017,
218159,3,2018,
218159,3,2019,
218159,3,2020,
218195,3,2012,0
218195,3,2013,0
218195,3,2014,0
218195,3,2015,
218195,3,2016,
218195,3,2017,
218195,3,2018,
218195,3,2019,
218195,3,2020,
218229,1,2012,122
218229,1,2013,80
218229,1,2014,95
218229,1,2015,93
218229,1,2016,81
218229,1,2017,90
218229,1,2018,102
218229,1,2019,124
218229,1,2020,276
218238,2,2012,1397
218238,2,2013,1183
218238,2,2014,1091
218238,2,2015,1042
218238,2,2016,1067
218238,2,2017,1002
218238,2,2018,1361
218238,2,2019,678
218238,2,2020,957
218265,2,2012,
218265,2,2013,
218265,2,2014,
218265,2,2015,0
218265,2,2016,
218335,1,2012,400
218335,1,2013,423
218335,1,2014,500
218335,1,2015,511
218335,1,2016,523
218335,1,2017,496
218335,1,2018,476
218335,1,2019,608
218335,1,2020,657
218353,1,2012,824
218353,1,2013,750
218353,1,2014,816
218353,1,2015,813
218353,1,2016,882
218353,1,2017,1095
218353,1,2018,678
218353,1,2019,651
218353,1,2020,4169
218399,2,2012,
218399,2,2013,
218399,2,2014,
218399,2,2015,
218399,2,2016,
218399,2,2017,
218399,2,2018,
218399,2,2019,
218399,2,2020,395
218414,2,2012,27
218414,2,2013,0
218414,2,2014,0
218414,2,2015,0
218414,2,2016,0
218414,2,2017,6
218414,2,2018,22
218414,2,2019,22
218414,2,2020,41
218441,2,2012,101
218441,2,2013,96
218441,2,2014,184
218441,2,2015,358
218441,2,2016,303
218441,2,2017,376
218441,2,2018,173
218441,2,2019,288
218441,2,2020,286
218487,1,2012,208
218487,1,2013,152
218487,1,2014,202
218487,1,2015,221
218487,1,2016,251
218487,1,2017,216
218487,1,2018,247
218487,1,2019,288
218487,1,2020,1127
218520,1,2012,978
218520,1,2013,1691
218520,1,2014,1638
218520,1,2015,1521
218520,1,2016,1507
218520,1,2017,1386
218520,1,2018,1171
218520,1,2019,1221
218520,1,2020,3044
218539,2,2012,
218539,2,2013,0
218539,2,2014,0
218539,2,2015,0
218539,2,2016,0
218539,2,2017,0
218539,2,2018,0
218539,2,2019,0
218539,2,2020,0
218645,1,2012,0
218645,1,2013,0
218645,1,2014,250
218645,1,2015,80
218645,1,2016,295
218645,1,2017,304
218645,1,2018,623
218645,1,2019,788
218645,1,2020,1772
218654,1,2012,0
218654,1,2013,0
218654,1,2014,0
218654,1,2015,93
218654,1,2016,16
218654,1,2017,167
218654,1,2018,187
218654,1,2019,185
218654,1,2020,445
218663,1,2012,321
218663,1,2013,59
218663,1,2014,65
218663,1,2015,1659
218663,1,2016,1648
218663,1,2017,1476
218663,1,2018,1609
218663,1,2019,1916
218663,1,2020,17648
218672,1,2012,0
218672,1,2013,0
218672,1,2014,0
218672,1,2015,3
218672,1,2016,540
218672,1,2017,831
218672,1,2018,423
218672,1,2019,524
218672,1,2020,1253
218681,1,2012,0
218681,1,2013,0
218681,1,2014,0
218681,1,2015,30
218681,1,2016,18
218681,1,2017,17
218681,1,2018,49
218681,1,2019,14
218681,1,2020,115
218690,1,2012,0
218690,1,2013,0
218690,1,2014,0
218690,1,2015,37
218690,1,2016,32
218690,1,2017,37
218690,1,2018,57
218690,1,2019,98
218690,1,2020,894
218706,1,2012,0
218706,1,2013,0
218706,1,2014,0
218706,1,2015,23
218706,1,2016,10
218706,1,2017,0
218706,1,2018,0
218706,1,2019,82
218706,1,2020,454
218724,1,2012,153
218724,1,2013,42
218724,1,2014,20
218724,1,2015,17
218724,1,2016,495
218724,1,2017,559
218724,1,2018,495
218724,1,2019,481
218724,1,2020,585
218733,1,2012,0
218733,1,2013,0
218733,1,2014,0
218733,1,2015,0
218733,1,2016,0
218733,1,2017,14
218733,1,2018,122
218733,1,2019,12
218733,1,2020,123
218742,1,2012,0
218742,1,2013,257
218742,1,2014,3
218742,1,2015,387
218742,1,2016,295
218742,1,2017,530
218742,1,2018,596
218742,1,2019,589
218742,1,2020,4506
218751,2,2012,
218751,2,2013,
218751,2,2014,
218751,2,2015,
218751,2,2016,
218751,2,2017,
218751,2,2018,
218751,2,2019,
218751,2,2020,0
218821,2,2012,0
218821,2,2013,0
218821,2,2014,0
218821,2,2015,0
218821,2,2016,0
218821,2,2017,0
218821,2,2018,29
218821,2,2019,23
218821,2,2020,26
218830,1,2012,483
218830,1,2013,434
218830,1,2014,469
218830,1,2015,459
218830,1,2016,400
218830,1,2017,458
218830,1,2018,458
218830,1,2019,424
218830,1,2020,606
218858,1,2012,463
218858,1,2013,552
218858,1,2014,461
218858,1,2015,369
218858,1,2016,454
218858,1,2017,598
218858,1,2018,596
218858,1,2019,552
218858,1,2020,753
218867,3,2012,0
218867,3,2013,0
218867,3,2014,0
218867,3,2015,
218867,3,2016,
218867,3,2017,
218867,3,2018,
218867,3,2019,
218867,3,2020,
218885,1,2012,460
218885,1,2013,486
218885,1,2014,466
218885,1,2015,467
218885,1,2016,482
218885,1,2017,543
218885,1,2018,532
218885,1,2019,500
218885,1,2020,1209
218894,1,2012,2271
218894,1,2013,2435
218894,1,2014,2348
218894,1,2015,2782
218894,1,2016,2769
218894,1,2017,3822
218894,1,2018,2140
218894,1,2019,2180
218894,1,2020,9415
218919,2,2012,
218919,2,2013,
218919,2,2014,
218919,2,2015,
218919,2,2016,
218919,2,2017,6
218919,2,2018,0
218919,2,2019,0
218919,2,2020,368
218955,1,2012,
218955,1,2013,
218955,1,2014,
218955,1,2015,9
218955,1,2016,3
218955,1,2017,8
218955,1,2018,5
218955,1,2019,13
218955,1,2020,214
218964,1,2012,20
218964,1,2013,1
218964,1,2014,23
218964,1,2015,20
218964,1,2016,60
218964,1,2017,74
218964,1,2018,159
218964,1,2019,353
218964,1,2020,1509
218973,2,2012,
218973,2,2013,
218973,2,2014,
218973,2,2015,
218973,2,2016,
218973,2,2017,
218973,2,2018,
218973,2,2019,
218973,2,2020,
218991,1,2012,445
218991,1,2013,446
218991,1,2014,481
218991,1,2015,344
218991,1,2016,429
218991,1,2017,455
218991,1,2018,349
218991,1,2019,546
218991,1,2020,2418
219000,2,2012,29
219000,2,2013,48
219000,2,2014,135
219000,2,2015,203
219000,2,2016,240
219000,2,2017,288
219000,2,2018,274
219000,2,2019,237
219000,2,2020,223
219037,3,2012,0
219037,3,2013,0
219037,3,2014,0
219037,3,2015,
219037,3,2016,
219037,3,2017,
219037,3,2018,
219037,3,2019,
219037,3,2020,
219046,1,2012,595
219046,1,2013,656
219046,1,2014,907
219046,1,2015,887
219046,1,2016,971
219046,1,2017,1076
219046,1,2018,1106
219046,1,2019,1281
219046,1,2020,1303
219055,2,2012,0
219055,2,2013,0
219055,2,2014,5
219055,2,2015,0
219055,2,2016,
219082,1,2012,992
219082,1,2013,971
219082,1,2014,1038
219082,1,2015,1221
219082,1,2016,1360
219082,1,2017,1433
219082,1,2018,1577
219082,1,2019,1704
219082,1,2020,1756
219091,2,2012,78
219091,2,2013,118
219091,2,2014,141
219091,2,2015,215
219091,2,2016,201
219091,2,2017,164
219091,2,2018,119
219091,2,2019,69
219091,2,2020,34
219125,3,2012,0
219125,3,2013,0
219125,3,2014,0
219125,3,2015,
219125,3,2016,
219125,3,2017,
219125,3,2018,
219125,3,2019,
219125,3,2020,
219143,1,2012,0
219143,1,2013,167
219143,1,2014,141
219143,1,2015,0
219143,1,2016,0
219143,1,2017,204
219143,1,2018,291
219143,1,2019,349
219143,1,2020,456
219170,2,2012,
219170,2,2013,0
219170,2,2014,
219170,2,2015,
219170,2,2016,
219170,2,2017,
219170,2,2018,
219170,2,2019,
219170,2,2020,
219189,1,2012,83
219189,1,2013,126
219189,1,2014,169
219189,1,2015,206
219189,1,2016,174
219189,1,2017,219
219189,1,2018,242
219189,1,2019,180
219189,1,2020,220
219198,2,2012,47
219198,2,2013,31
219198,2,2014,96
219198,2,2015,101
219198,2,2016,74
219198,2,2017,30
219198,2,2018,3
219198,2,2019,24
219198,2,2020,57
219204,3,2012,2502
219204,3,2013,2084
219204,3,2014,1325
219204,3,2015,1035
219204,3,2016,1357
219204,3,2017,1282
219204,3,2018,1630
219204,3,2019,1543
219204,3,2020,1440
219213,3,2012,480
219213,3,2013,413
219213,3,2014,389
219213,3,2015,331
219213,3,2016,265
219213,3,2017,171
219213,3,2018,116
219213,3,2019,
219240,2,2012,26
219240,2,2013,17
219240,2,2014,19
219240,2,2015,20
219240,2,2016,25
219240,2,2017,12
219240,2,2018,50
219240,2,2019,73
219240,2,2020,508
219259,1,2012,923
219259,1,2013,748
219259,1,2014,834
219259,1,2015,1216
219259,1,2016,2057
219259,1,2017,1504
219259,1,2018,1448
219259,1,2019,1467
219259,1,2020,1545
219277,1,2012,13
219277,1,2013,0
219277,1,2014,11
219277,1,2015,9
219277,1,2016,158
219277,1,2017,0
219277,1,2018,0
219277,1,2019,33
219277,1,2020,1251
219295,2,2012,255
219295,2,2013,221
219295,2,2014,210
219295,2,2015,277
219295,2,2016,283
219295,2,2017,270
219295,2,2018,250
219295,2,2019,236
219295,2,2020,268
219338,2,2012,0
219338,2,2013,0
219338,2,2014,0
219338,2,2015,
219338,2,2016,
219338,2,2017,
219338,2,2018,
219338,2,2019,
219338,2,2020,
219347,1,2012,70
219347,1,2013,51
219347,1,2014,57
219347,1,2015,0
219347,1,2016,82
219347,1,2017,85
219347,1,2018,64
219347,1,2019,72
219347,1,2020,265
219356,1,2012,904
219356,1,2013,898
219356,1,2014,1016
219356,1,2015,1298
219356,1,2016,1472
219356,1,2017,1576
219356,1,2018,1570
219356,1,2019,1535
219356,1,2020,2028
219374,2,2012,
219374,2,2013,
219374,2,2014,
219374,2,2015,
219374,2,2016,
219374,2,2017,
219374,2,2018,
219374,1,2019,
219374,1,2020,
219383,2,2012,18
219383,2,2013,46
219383,2,2014,83
219383,2,2015,84
219383,2,2016,95
219383,2,2017,93
219383,2,2018,142
219383,2,2019,198
219383,2,2020,170
219392,2,2012,0
219392,2,2013,0
219392,2,2014,0
219392,2,2015,
219392,2,2016,
219392,2,2017,
219392,2,2018,
219392,2,2019,
219392,2,2020,
219408,1,2012,
219408,1,2013,
219408,1,2014,
219408,1,2015,
219408,1,2016,
219408,1,2017,
219408,1,2018,
219408,1,2019,
219408,1,2020,
219426,1,2012,301
219426,1,2013,323
219426,1,2014,361
219426,1,2015,367
219426,1,2016,300
219426,1,2017,281
219426,1,2018,219
219426,1,2019,494
219426,1,2020,462
219453,3,2012,0
219453,3,2013,0
219453,3,2014,0
219453,3,2015,
219453,3,2016,
219453,3,2017,
219453,3,2018,
219453,3,2019,
219453,3,2020,
219471,1,2012,4098
219471,1,2013,3273
219471,1,2014,63
219471,1,2015,2993
219471,1,2016,2768
219471,1,2017,3087
219471,1,2018,2890
219471,1,2019,2904
219471,1,2020,2860
219480,1,2012,91
219480,1,2013,92
219480,1,2014,92
219480,1,2015,89
219480,1,2016,144
219480,1,2017,192
219480,1,2018,184
219480,1,2019,226
219480,1,2020,276
219505,2,2012,
219505,2,2013,
219505,2,2014,0
219505,2,2015,5
219505,2,2016,1
219505,2,2017,42
219505,2,2018,
219505,2,2019,
219505,2,2020,
219578,2,2012,
219578,2,2013,
219578,2,2014,
219578,2,2015,
219578,2,2016,
219578,2,2017,
219587,3,2012,0
219587,3,2013,0
219587,3,2014,0
219587,3,2015,
219587,3,2016,
219587,3,2017,
219587,3,2018,
219587,3,2019,
219587,3,2020,
219596,1,2012,1
219596,1,2013,2
219596,1,2014,0
219596,1,2015,2
219596,1,2016,2
219596,1,2017,0
219596,1,2018,0
219596,1,2019,0
219596,1,2020,0
219602,1,2012,1880
219602,1,2013,1828
219602,1,2014,1745
219602,1,2015,1775
219602,1,2016,1783
219602,1,2017,1656
219602,1,2018,1937
219602,1,2019,1989
219602,1,2020,2766
219639,2,2012,18
219639,2,2013,1
219639,2,2014,11
219639,2,2015,22
219639,2,2016,12
219639,2,2017,36
219639,2,2018,42
219639,2,2019,42
219639,2,2020,685
219709,2,2012,0
219709,2,2013,
219709,2,2014,6
219709,2,2015,9
219709,2,2016,17
219709,2,2017,17
219709,2,2018,22
219709,2,2019,14
219709,2,2020,77
219718,2,2012,849
219718,2,2013,3684
219718,2,2014,3491
219718,2,2015,3080
219718,2,2016,3040
219718,2,2017,2927
219718,2,2018,2438
219718,2,2019,1582
219718,2,2020,1711
219790,2,2012,349
219790,2,2013,591
219790,2,2014,546
219790,2,2015,509
219790,2,2016,547
219790,2,2017,490
219790,2,2018,526
219790,2,2019,583
219790,2,2020,555
219806,2,2012,0
219806,2,2013,0
219806,2,2014,304
219806,2,2015,428
219806,2,2016,540
219806,2,2017,378
219806,2,2018,454
219806,2,2019,660
219806,2,2020,879
219824,1,2012,1182
219824,1,2013,1247
219824,1,2014,1480
219824,1,2015,1269
219824,1,2016,1129
219824,1,2017,1126
219824,1,2018,1219
219824,1,2019,1217
219824,1,2020,6156
219833,2,2012,20
219833,2,2013,12
219833,2,2014,5
219833,2,2015,14
219833,2,2016,21
219833,2,2017,22
219833,2,2018,35
219833,2,2019,38
219833,2,2020,246
219842,2,2012,46
219842,2,2013,52
219842,2,2014,100
219842,2,2015,223
219842,2,2016,275
219842,2,2017,384
219842,2,2018,392
219842,2,2019,381
219842,2,2020,433
219851,3,2016,
219851,3,2017,
219851,3,2018,
219851,3,2019,
219851,3,2020,
219879,1,2012,223
219879,1,2013,467
219879,1,2014,198
219879,1,2015,204
219879,1,2016,172
219879,1,2017,125
219879,1,2018,204
219879,1,2019,186
219879,1,2020,451
219888,1,2012,582
219888,1,2013,559
219888,1,2014,586
219888,1,2015,657
219888,1,2016,604
219888,1,2017,804
219888,1,2018,738
219888,1,2019,805
219888,1,2020,4609
219903,3,2012,
219903,3,2013,
219903,3,2014,
219903,3,2015,
219903,3,2016,
219903,3,2017,
219903,3,2018,
219903,3,2019,
219903,3,2020,0
219921,1,2012,13
219921,1,2013,7
219921,1,2014,6
219921,1,2015,1
219921,1,2016,1
219921,1,2017,
219921,1,2018,
219921,1,2019,
219921,1,2020,
219949,2,2012,215
219949,2,2013,205
219949,2,2014,244
219949,2,2015,233
219949,2,2016,192
219949,2,2017,61
219949,2,2018,46
219949,2,2019,59
219949,2,2020,53
219976,2,2012,147
219976,2,2013,104
219976,2,2014,90
219976,2,2015,94
219976,2,2016,140
219976,2,2017,195
219976,2,2018,180
219976,2,2019,278
219976,2,2020,477
219994,1,2012,31
219994,1,2013,13
219994,1,2014,8
219994,1,2015,
219994,1,2016,
219994,1,2017,
219994,1,2018,
219994,1,2019,
219994,1,2020,
220002,3,2012,0
220002,3,2013,0
220002,3,2014,1
220002,3,2015,0
220002,3,2016,0
220002,3,2017,0
220002,3,2018,0
220002,3,2019,36
220002,3,2020,32
220057,1,2012,366
220057,1,2013,372
220057,1,2014,391
220057,1,2015,342
220057,1,2016,335
220057,1,2017,409
220057,1,2018,563
220057,1,2019,517
220057,1,2020,752
220075,1,2012,1054
220075,1,2013,1146
220075,1,2014,1310
220075,1,2015,1305
220075,1,2016,1229
220075,1,2017,1628
220075,1,2018,2060
220075,1,2019,2270
220075,1,2020,2026
220118,3,2012,
220118,3,2013,
220118,3,2014,
220118,3,2015,
220118,3,2016,
220118,3,2017,
220118,3,2018,
220118,3,2019,
220118,3,2020,
220127,1,2012,
220127,1,2013,74
220127,1,2014,5
220127,1,2015,40
220127,1,2016,26
220127,1,2017,0
220127,1,2018,
220127,1,2019,0
220127,1,2020,23
220136,2,2012,0
220136,2,2013,0
220136,2,2014,32
220136,2,2015,
220163,3,2012,0
220163,3,2013,0
220163,3,2014,
220163,3,2015,
220163,3,2016,
220163,3,2017,
220163,3,2018,
220163,3,2019,
220163,3,2020,
220181,2,2012,0
220181,2,2013,
220181,2,2014,5
220181,2,2015,0
220181,2,2016,0
220181,2,2017,0
220181,2,2018,0
220181,2,2019,
220181,2,2020,0
220206,2,2012,19
220206,2,2013,27
220206,2,2014,63
220206,2,2015,31
220206,2,2016,34
220206,2,2017,46
220206,2,2018,29
220206,2,2019,31
220206,2,2020,31
220215,2,2012,51
220215,2,2013,67
220215,2,2014,130
220215,2,2015,170
220215,2,2016,179
220215,2,2017,214
220215,2,2018,252
220215,2,2019,312
220215,2,2020,390
220251,1,2012,8
220251,1,2013,4
220251,1,2014,5
220251,1,2015,3
220251,1,2016,0
220251,1,2017,
220251,1,2018,
220251,1,2019,
220251,1,2020,
220279,1,2012,9
220279,1,2013,5
220279,1,2014,7
220279,1,2015,8
220279,1,2016,6
220279,1,2017,6
220279,1,2018,1
220279,1,2019,
220279,1,2020,
220312,2,2012,0
220312,2,2013,1
220312,2,2014,4
220312,2,2015,22
220312,2,2016,10
220312,2,2017,0
220312,2,2018,0
220312,2,2019,
220321,1,2012,
220321,1,2013,
220321,1,2014,4
220321,1,2015,4
220321,1,2016,1
220321,1,2017,2
220321,1,2018,
220321,1,2019,
220321,1,2020,
220394,1,2012,9
220394,1,2013,246
220394,1,2014,12
220394,1,2015,12
220394,1,2016,13
220394,1,2017,6
220394,1,2018,1
220394,1,2019,1
220394,1,2020,0
220400,1,2012,690
220400,1,2013,714
220400,1,2014,728
220400,1,2015,708
220400,1,2016,633
220400,1,2017,628
220400,1,2018,632
220400,1,2019,754
220400,1,2020,3081
220464,2,2012,
220464,2,2013,17
220464,2,2014,19
220464,2,2015,33
220464,2,2016,32
220464,2,2017,72
220464,2,2018,112
220464,2,2019,115
220464,2,2020,126
220473,2,2012,45
220473,2,2013,151
220473,2,2014,162
220473,2,2015,285
220473,2,2016,334
220473,2,2017,372
220473,2,2018,353
220473,2,2019,349
220473,2,2020,328
220491,3,2012,0
220491,3,2013,
220491,3,2014,
220491,3,2015,
220491,3,2016,
220491,3,2017,
220491,3,2018,
220491,3,2019,
220491,3,2020,
220516,2,2012,223
220516,2,2013,503
220516,2,2014,828
220516,2,2015,1030
220516,2,2016,883
220516,2,2017,706
220516,2,2018,834
220516,2,2019,880
220516,2,2020,778
220552,3,2012,14
220552,3,2013,25
220552,3,2014,26
220552,3,2015,38
220552,3,2016,64
220552,3,2017,151
220552,3,2018,490
220552,3,2019,385
220552,3,2020,1511
220570,3,2012,0
220570,3,2013,0
220570,3,2014,0
220570,3,2015,
220570,3,2016,
220598,2,2012,
220598,2,2013,
220598,2,2014,
220598,2,2015,
220598,2,2016,0
220598,2,2017,0
220598,2,2018,0
220598,2,2019,0
220598,2,2020,0
220604,2,2012,
220604,2,2013,
220604,2,2014,
220604,2,2015,
220604,2,2016,
220604,2,2017,
220604,2,2018,
220604,2,2019,
220604,2,2020,
220613,2,2012,532
220613,2,2013,569
220613,2,2014,613
220613,2,2015,639
220613,2,2016,648
220613,2,2017,623
220613,2,2018,540
220613,2,2019,495
220613,2,2020,619
220631,2,2012,0
220631,2,2013,0
220631,2,2014,0
220631,2,2015,47
220631,2,2016,58
220631,2,2017,143
220631,2,2018,197
220631,2,2019,501
220631,2,2020,489
220640,1,2012,4
220640,1,2013,4
220640,1,2014,1
220640,1,2015,4
220640,1,2016,3
220640,1,2017,3
220640,1,2018,3
220640,1,2019,1
220640,1,2020,1
220701,2,2012,0
220701,2,2013,0
220701,2,2014,7
220701,2,2015,0
220701,2,2016,6
220701,2,2017,6
220701,2,2018,4
220701,2,2019,1
220701,2,2020,30
220710,2,2012,
220710,2,2013,
220710,2,2014,
220710,2,2015,
220710,2,2016,
220710,2,2017,
220710,2,2018,
220710,2,2019,
220710,2,2020,57
220756,1,2012,3
220756,1,2013,3
220756,1,2014,6
220756,1,2015,6
220756,1,2016,0
220756,1,2017,
220756,1,2018,
220756,1,2019,
220756,1,2020,
220765,3,2012,0
220765,3,2013,0
220765,3,2014,0
220765,3,2015,
220765,3,2016,
220765,3,2017,
220765,3,2018,
220765,3,2019,
220765,3,2020,
220792,2,2012,
220792,2,2013,
220792,2,2014,
220792,2,2015,
220792,2,2016,
220792,2,2017,
220792,2,2018,
220792,2,2019,
220792,2,2020,
220808,2,2012,
220808,2,2013,
220808,2,2014,
220808,2,2015,
220808,2,2016,
220808,2,2017,
220808,2,2018,
220808,2,2019,
220808,2,2020,
220853,1,2012,11
220853,1,2013,4
220853,1,2014,1
220853,1,2015,
220853,1,2016,
220853,1,2017,
220853,1,2018,
220853,1,2019,
220853,1,2020,
220862,1,2012,2199
220862,1,2013,2207
220862,1,2014,2223
220862,1,2015,2202
220862,1,2016,2319
220862,1,2017,2591
220862,1,2018,3067
220862,1,2019,3341
220862,1,2020,4573
220871,2,2012,
220871,2,2013,
220871,2,2014,
220871,2,2015,
220871,2,2016,
220871,2,2017,
220871,2,2018,
220871,2,2019,
220871,2,2020,
220941,3,2012,469
220941,3,2013,1103
220941,3,2014,
220978,1,2012,0
220978,1,2013,1680
220978,1,2014,1597
220978,1,2015,1716
220978,1,2016,1670
220978,1,2017,1594
220978,1,2018,1634
220978,1,2019,1627
220978,1,2020,2276
220996,2,2012,
220996,2,2013,
220996,2,2014,8
220996,2,2015,17
220996,2,2016,13
220996,2,2017,38
220996,2,2018,30
220996,2,2019,46
220996,2,2020,92
221014,2,2012,13
221014,2,2013,24
221014,2,2014,17
221014,2,2015,
221050,1,2012,4
221050,1,2013,3
221050,1,2014,3
221050,1,2015,4
221050,1,2016,11
221050,1,2017,7
221050,1,2018,18
221050,1,2019,
221050,1,2020,
221096,1,2012,732
221096,1,2013,657
221096,1,2014,664
221096,1,2015,587
221096,1,2016,719
221096,1,2017,950
221096,1,2018,1153
221096,1,2019,1284
221096,1,2020,3738
221102,1,2012,12
221102,1,2013,18
221102,1,2014,6
221102,1,2015,21
221102,1,2016,11
221102,1,2017,10
221102,1,2018,9
221102,1,2019,20
221102,1,2020,0
221148,3,2012,
221148,3,2013,
221148,3,2014,
221148,3,2015,
221148,3,2016,
221148,3,2017,
221148,3,2018,
221148,3,2019,
221148,3,2020,
221157,3,2012,0
221157,3,2013,
221157,3,2014,0
221157,3,2015,
221157,3,2016,
221157,3,2017,
221157,3,2018,
221157,3,2019,
221184,1,2012,1243
221184,1,2013,1464
221184,1,2014,1403
221184,1,2015,1310
221184,1,2016,1150
221184,1,2017,1077
221184,1,2018,1121
221184,1,2019,1008
221184,1,2020,1416
221236,1,2012,64
221236,1,2013,82
221236,1,2014,22
221236,1,2015,33
221236,1,2016,13
221236,1,2017,
221236,1,2018,
221236,1,2019,
221236,1,2020,
221254,2,2012,
221254,2,2013,
221254,2,2014,
221254,2,2015,
221254,2,2016,
221254,2,2017,
221281,1,2012,3
221281,1,2013,4
221281,1,2014,2
221281,1,2015,2
221281,1,2016,3
221281,1,2017,
221281,1,2018,
221281,1,2019,
221281,1,2020,
221290,3,2012,0
221290,3,2013,
221290,3,2014,0
